Price,Close,High,Low,Open,Volume,MA20,MA50
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,
Date,,,,,,,
2022-05-11,143.7493133544922,152.53126499841446,143.0722664113859,150.61788122808568,142689800,157.38360595703125,161.21054565429688
2022-05-12,139.88330078125,143.45495579096956,136.19390367446763,140.08936442340104,182602000,156.03000717163087,160.74435363769533
2022-05-13,144.347900390625,145.31931779066926,140.4230033804494,141.87521108197208,113990900,155.14997406005858,160.37392028808594
2022-05-16,142.80734252929688,144.7501769403197,141.4728772141811,142.8171643521235,86643800,154.2036880493164,160.03263793945314
2022-05-17,146.43788146972656,146.95792901438662,143.9259353445969,146.0650115425021,78336300,153.3247863769531,159.8398016357422
2022-05-18,138.17599487304688,144.59319436014727,137.27325546059197,144.09277542323014,109742900,152.0411178588867,159.5181756591797
2022-05-19,134.77113342285156,139.00020681352638,134.03521536260072,137.2536291483144,136095600,150.62688674926758,159.02048034667968
2022-05-20,135.00662231445312,138.0582299092985,130.1201304167111,136.47845848613497,137426100,149.4512496948242,158.61430389404296
2022-05-23,140.42300415039062,140.57018180016163,135.06551311431642,135.202883911534,117726300,148.49303436279297,158.39072265625
2022-05-24,137.724609375,139.3043807072169,134.75150167714628,138.1661572066265,104132700,147.69775466918946,158.1937121582031
2022-05-25,137.8816375732422,139.12778160669652,135.74256089517434,135.83086748545804,92482700,146.92159271240234,157.9122494506836
